Compound_ID,Name,Other_name(Kegg_name),Formula,Molecular Weight,RT [min],Kegg_ID,KEGG_pathway,HMDB_ID,Lipidmaps_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),m/z
Com_37479_pos,Nervonic acid,(15Z)-Tetracosenoic acid; Nervonic acid; (Z)-15-Tetracosenoic acid,C24 H46 O2,366.35016,11.155,C08323,map01040  Biosynthesis of unsaturated fatty acids,HMDB0002368,LMFA01030092,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],367.35764
Com_37515_pos,17beta-Trenbolone,--,C18 H22 O2,270.15985,8.314,--,--,--,--,--,--,--,--,--,--,271.16736
Com_37661_pos,Asp-Phe,--,C13 H16 N2 O5,280.10516,5.057,--,--,HMDB0000706,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,281.11264
Com_38185_pos,Ergocalciferol,Vitamin D2; Ergocalciferol,C28 H44 O,396.33986,5.974,C05441,map00100  Steroid biosynthesis;map01100  Metabolic pathways,HMDB0000900,LMST03010001,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,Sterols [ST],Secosteroids [ST03],Vitamin D2 and derivatives [ST0301],397.34714
Com_38507_pos,Cer-NS (d17:1/15:1),--,C32 H61 N O3,507.46666,10.268,--,--,--,--,--,--,--,--,--,--,508.47394
Com_38637_pos,LPE 14:0,--,C19 H40 N O7 P,425.25494,8.308,--,--,--,LMGP02050033,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],426.26245
Com_38693_pos,LysoPC 12:1,--,C20 H36 N O7 P,433.22109,4.95,--,--,--,--,--,--,--,--,--,--,434.22836
Com_38750_pos,"1,2,3-Benzenetricarboxylic acid",--,C9 H6 O6,210.01676,5.117,--,--,--,--,--,--,--,--,--,--,211.02399
Com_39131_pos,"6,7,8-trimethoxy-2-(2-phenoxy-3-pyridyl)-4H-3,1-benzoxazin-4-one",--,C22 H18 N2 O6,444.07811,8.402,--,--,--,--,--,--,--,--,--,--,445.08539
Com_39504_pos,6-(4-phenylpiperazino)hexanoic acid hydrochloride,--,C16 H24 N2 O2,276.18407,5.115,--,--,--,--,--,--,--,--,--,--,277.19116
Com_40247_pos,PC (16:1e/2:0),--,C26 H52 N O7 P,521.35068,9.212,--,--,--,--,--,--,--,--,--,--,522.35693
Com_40352_pos,Tauroursodeoxycholic acid Dihydrate,--,C26 H49 N O8 S,535.31789,6.139,--,--,--,--,--,--,--,--,--,--,536.3241
Com_40394_pos,Biochanin A,Biochanin A,C16 H12 O5,284.07207,6.549,C00814,map00943  Isoflavonoid biosynthesis;map01110  Biosynthesis of secondary metabolites,HMDB0002338,LMPK12050229,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids,Polyketides [PR],Flavonoids [PK12],Isoflavonoids [PK1205],285.07935
Com_40559_pos,Lysope 18:1,--,C23 H46 N O7 P,479.3015,7.501,--,--,--,--,--,--,--,--,--,--,480.30878
Com_40679_pos,YPH,--,C20 H25 N5 O5,415.18536,4.676,--,--,--,--,--,--,--,--,--,--,416.19272
Com_40968_pos,Kinetin 9-riboside,--,C15 H17 N5 O5,347.12218,6.257,--,--,--,--,--,--,--,--,--,--,348.12946
Com_41056_pos,2-({2-oxo-2-[(2-oxo-3-azepanyl)amino]ethyl}sulfanyl)acetic acid,--,C10 H16 N2 O4 S,260.08359,4.68,--,--,--,--,--,--,--,--,--,--,261.09125
Com_41248_pos,Estradiol Benzoate,Estradiol benzoate; 17-beta-Estradiol 3-benzoate,C25 H28 O3,376.20363,6.303,C13444,--,--,--,--,--,--,--,--,--,377.21152
Com_41342_pos,L-Ornithine,"L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate",C5 H12 N2 O2,132.09029,4.817,C00077,map00220  Arginine biosynthesis;map00330  Arginine and proline metabolism;map00472  D-Arginine and D-ornithine metabolism;map00480  Glutathione metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01210  2-Oxocarboxylic acid metabolism;map01230  Biosynthesis of amino acids;map02010  ABC transporters,HMDB0000214,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,133.09758
Com_41600_pos,"1,3-Dimethyluracil",--,C6 H8 N2 O2,140.05913,5.101,--,--,HMDB0002144,--,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,--,--,--,141.06641
Com_41850_pos,6-Phosphogluconic acid,--,C6 H13 O10 P,276.02344,2.094,--,--,HMDB0001316,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,277.03036
Com_42051_pos,gamma-Tocopherol,gamma-Tocopherol,C28 H48 O2,416.36678,7.053,C02483,map00130  Ubiquinone and other terpenoid-quinone biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0001492,LMPR02020065,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Prenol Lipids [PR],Quinones and hydroquinones [PR02],Vitamin E [PR0202],417.37405
Com_42122_pos,4-Guanidinobutanoic acid,--,C5 H11 N3 O2,145.08502,5.214,--,--,HMDB0031842,--,Phenylpropanoids and polyketides,Stilbenes,,--,--,--,146.0925
Com_42483_pos,1-hydroxy-1-(4-methoxyphenyl)propan-2-yl 4-methoxybenzoate,--,C18 H20 O5,338.1142,6.486,--,--,--,--,--,--,--,--,--,--,339.12192
Com_42514_pos,Thymopentin,--,C30 H49 N9 O9,679.36803,7.988,--,--,--,--,--,--,--,--,--,--,680.37531
Com_43437_pos,SLK,--,C15 H30 N4 O5,656.42301,4.688,--,--,--,--,--,--,--,--,--,--,329.21878
Com_43686_pos,N(6)-OH-Me-Adenosine,--,C11 H15 N5 O5,297.10958,5.221,--,--,--,--,--,--,--,--,--,--,298.11685
Com_43873_pos,"5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one",--,C6 H8 O4,126.03001,3.344,--,--,--,--,--,--,--,--,--,--,127.03735
Com_43908_pos,dTMP,dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate,C10 H15 N2 O8 P,322.0578,4.916,C00364,map00240  Pyrimidine metabolism;map01100  Metabolic pathways,HMDB0001227,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine deoxyribonucleotides,--,--,--,323.06458
Com_44324_pos,3-hydroxy-3-methylpentanedioic acid,--,C6 H10 O5,184.03527,2.285,--,--,HMDB0000355,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,185.04256
Com_44965_pos,Limonin,Limonin; Evodin,C26 H30 O8,487.22687,5.284,C03514,--,HMDB0035921,--,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,--,--,--,488.23462
Com_45143_pos,VNH,--,C15 H24 N6 O5,184.09253,5.068,--,--,--,--,--,--,--,--,--,--,185.09981
Com_45397_pos,PC (16:0e/4:0),--,C28 H58 N O7 P,551.39684,10.972,--,--,--,--,--,--,--,--,--,--,552.40411
Com_46112_pos,Homogentisic Acid,"Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate",C8 H8 O4,168.04214,9.906,C00544,map00130  Ubiquinone and other terpenoid-quinone biosynthesis;map00350  Tyrosine metabolism;map01100  Metabolic pathways,HMDB0001336,--,Benzenoids,Phenols,Benzenediols,--,--,--,169.04955
Com_46303_pos,"7-(3,4-dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one",--,C19 H22 O5,352.13054,6.485,--,--,--,--,--,--,--,--,--,--,353.13782
Com_46462_pos,Lysopc 20:0,--,C28 H58 N O7 P,551.39711,10.33,--,--,--,--,--,--,--,--,--,--,552.4046
Com_47452_pos,4-Aminoindole,--,C8 H8 N2,132.06913,5.126,--,--,--,--,--,--,--,--,--,--,133.07639
Com_47674_pos,Lysopc 18:3,--,C26 H48 N O7 P,517.3181,8.018,--,--,--,--,--,--,--,--,--,--,518.32538
Com_47680_pos,"Sedoheptulose 1,7-bisphosphate","Sedoheptulose 1,7-bisphosphate; D-Sedoheptulose 1,7-bisphosphate; D-altro-Heptulose 1,7-biphosphate",C7 H16 O13 P2,370.00737,3.035,C00447,map00710  Carbon fixation in photosynthetic organisms;map01100  Metabolic pathways;map01200  Carbon metabolism,HMDB0060274,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,371.01486
Com_48201_pos,Lysopa 16:0,--,C19 H39 O7 P,410.24257,7.327,--,--,--,--,--,--,--,--,--,--,411.24985
Com_48879_pos,2-Deoxyuridine,Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine,C9 H12 N2 O5,228.07569,5.097,C00526,map00240  Pyrimidine metabolism,HMDB0000012,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,--,--,--,229.08296
Com_48951_pos,"methyl 2,5-dimethyl-1H-pyrrole-3-carboxylate",--,C8 H11 N O2,175.05895,3.744,--,--,--,--,--,--,--,--,--,--,176.06622
Com_110_pos,Indole-3-acrylic acid,--,C11 H9 N O2,187.06365,5.182,--,--,HMDB0000734,--,Organoheterocyclic compounds,Indoles and derivatives,Indoles,--,--,--,188.07071
Com_139_pos,(+/-)12(13)-DiHOME,--,C18 H34 O4,296.23564,8.111,--,--,--,--,--,--,--,--,--,--,297.24271
Com_211_pos,"N-(2,6-Dimethylphenyl)-N-(methoxyacetyl) alanine",--,C14 H19 N O4,265.13191,6.07,--,--,--,--,--,--,--,--,--,--,266.13901
Com_253_pos,Leucylproline,--,C11 H20 N2 O3,228.1478,5.113,--,--,HMDB0011175,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,229.15472
Com_354_pos,"9,10-Dihome",--,C18 H34 O4,314.24585,7.298,--,--,HMDB0004704,LMFA02000229,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Octadecanoids [FA02],Other Octadecanoids [FA0200],315.25342
Com_427_pos,Phe-Phe,--,C18 H20 N2 O3,312.14774,6.51,--,--,HMDB0013302,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,313.15485
Com_453_pos,Feruloyl Putrescine,--,C14 H20 N2 O3,264.14797,5.08,--,--,--,--,--,--,--,--,--,--,265.15506
Com_481_pos,"4-Pregnen-17alpha,20alpha-Diol-3-One",--,C21 H32 O3,332.23557,7.316,--,--,--,--,--,--,--,--,--,--,333.2428
Com_482_pos,MAG (18:4),--,C21 H34 O4,350.24624,7.319,--,--,--,--,--,--,--,--,--,--,333.24295
Com_489_pos,L-Adrenaline,"L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol",C9 H13 N O3,183.09036,5.471,C00788,map00350  Tyrosine metabolism;map01100  Metabolic pathways,HMDB0000068,--,Benzenoids,Phenols,Benzenediols,--,--,--,184.09756
Com_519_pos,Valylproline,--,C10 H18 N2 O3,214.13231,4.836,--,--,HMDB0029135,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,215.13925
Com_541_pos,N-Oleoyl Glycine,--,C20 H37 N O3,339.27793,7.86,--,--,--,LMFA08020082,--,--,--,Fatty Acyls [FA],Fatty amides [FA08],N-acyl amines [FA0802],340.28525
Com_682_pos,gamma-Glutamylleucine,--,C11 H20 N2 O5,243.11045,5.331,--,--,HMDB0011171,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,244.1174
Com_694_pos,Cyclohexaneacetic acid,--,C8 H14 O2,142.09876,5.26,--,--,HMDB0031403,--,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,--,--,--,323.16068
Com_852_pos,Pyridoxine O-Glucoside,--,C14 H21 N O8,331.12693,2.167,--,--,--,--,--,--,--,--,--,--,332.13434
Com_917_pos,11-dehydro Thromboxane B2,--,C20 H32 O6,346.23606,6.312,--,--,--,--,--,--,--,--,--,--,347.24307
Com_1030_pos,Prostaglandin K2,--,C20 H30 O5,350.20785,7.358,--,--,--,LMFA03010023,--,--,--,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],333.20456
Com_1124_pos,8-Hydroxyguanosine,--,C10 H13 N5 O6,299.08724,2.844,--,--,HMDB0002044,--,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,--,--,--,300.09424
Com_1212_pos,Progesterone,"Progesterone; 4-Pregnene-3,20-dione",C21 H30 O2,314.22515,8.01,C00410,map01100  Metabolic pathways,HMDB0001830,LMST02030159,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",315.23242
Com_1554_pos,N-Acetyl-L-leucine,N-Acetyl-L-leucine,C8 H15 N O3,173.10519,1.764,C02710,--,HMDB0011756,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,174.11246
Com_1780_pos,N-lactoyl-phenylalanine,--,C12 H15 N O4,237.10044,5.036,--,--,HMDB0062175,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,238.1078
Com_1783_pos,"N-(2,5-diethoxy-4-morpholinophenyl)-4-methoxybenzenesulfonamide",--,C21 H28 N2 O6 S,436.17186,5.355,--,--,--,--,--,--,--,--,--,--,437.17914
Com_1794_pos,Corticosterone,"Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H",C21 H30 O4,346.21228,7.495,C02140,map01100  Metabolic pathways,HMDB0001547,LMST02030186,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",347.21951
Com_2109_pos,Ala-Ile,--,C9 H18 N2 O3,202.13232,5.093,--,--,HMDB0028690,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,203.1395
Com_2112_pos,alpha-Ketoglutaric acid,2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid,C5 H6 O5,146.02179,1.924,C00026,"map00020  Citrate cycle (TCA cycle);map00040  Pentose and glucuronate interconversions;map00053  Ascorbate and aldarate metabolism;map00220  Arginine biosynthesis;map00250  Alanine, aspartate and glutamate metabolism;map00300  Lysine biosynthesis;map00340  Histidine metabolism;map00430  Taurine and hypotaurine metabolism;map00630  Glyoxylate and dicarboxylate metabolism;map00650  Butanoate metabolism;map00660  C5-Branched dibasic acid metabolism",HMDB0000208,--,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,--,--,--,147.02899
Com_2307_pos,Prostaglandin F2alpha,"Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583; (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate",C20 H34 O5,354.23891,6.976,C00639,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0010199,LMFA03010002,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],355.24646
Com_2663_pos,Isobutyryl carnitine,--,C11 H21 N O4,231.14685,4.81,--,--,--,--,--,--,--,--,--,--,232.15413
Com_2828_pos,D-Ala-D-Ala,D-Alanyl-D-alanine; D-Ala-D-Ala,C6 H12 N2 O3,160.08513,1.446,C00993,map01100  Metabolic pathways;map01502  Vancomycin resistance,HMDB0028680,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,161.09196
Com_3160_pos,10-Nitrolinoleate,--,C18 H31 N O4,307.21504,5.633,--,--,HMDB0005049,--,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,--,--,--,308.22189
Com_3217_pos,"N2,N2-Dimethylguanosine",--,C12 H17 N5 O5,311.12323,4.975,--,--,HMDB0004824,--,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,--,--,--,312.13068
Com_3277_pos,Glutaric Acid,"Glutarate; Glutaric acid; Pentanedioic acid; 1,3-Propanedicarboxylic acid",C5 H8 O4,132.04263,5.55,C00489,map00071  Fatty acid degradation;map00310  Lysine degradation,HMDB0000661,--,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,--,--,--,133.04973
Com_3303_pos,LPE 18:1,--,C23 H46 N O7 P,479.30251,9.476,--,--,--,LMGP02050064,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],480.30984
Com_3348_pos,alpha-D-Glucopyranosyl 2-O-(2-methylbutanoyl)-alpha-D-glucopyranoside,--,C17 H30 O12,448.15883,5.323,--,--,--,--,--,--,--,--,--,--,449.16611
Com_3396_pos,gamma-Nonanolactone,--,C9 H16 O2,156.11535,6.366,--,--,--,--,--,--,--,--,--,--,157.12271
Com_3424_pos,Asp-Phe methyl ester,--,C14 H18 N2 O5,294.12176,5.189,--,--,--,--,--,--,--,--,--,--,277.11813
Com_3579_pos,Noradrenaline,"L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol",C8 H11 N O3,169.07351,2.486,C00547,map00350  Tyrosine metabolism;map01100  Metabolic pathways,HMDB0000216,--,Benzenoids,Phenols,Benzenediols,--,--,--,339.15417
Com_3737_pos,"Guanosine-3',5'-cyclic monophosphate",--,C10 H12 N5 O7 P,345.04774,2.606,--,--,--,--,--,--,--,--,--,--,346.05484
Com_3791_pos,2-Hydroxyisocaproic Acid,--,C6 H12 O3,132.07871,5.753,--,--,HMDB0000665,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,133.0864
Com_4280_pos,MAG (18:2),--,C21 H38 O4,354.27728,9.462,--,--,--,--,--,--,--,--,--,--,355.28424
Com_4450_pos,Cinnamoylglycine,--,C11 H11 N O3,205.07453,5.024,--,--,HMDB0011621,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,206.08235
Com_4460_pos,Nicotinate ribonucleoside,--,C11 H13 N O6,255.07396,1.495,--,--,HMDB0006809,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,256.08087
Com_4486_pos,"7-Hydroxy-3,4-dihydrocarbostyril",--,C9 H9 N O2,163.06372,5.943,--,--,--,--,--,--,--,--,--,--,164.07091
Com_4553_pos,N6-Succinyl Adenosine,--,C14 H17 N5 O8,383.10805,5.034,--,--,--,--,--,--,--,--,--,--,384.11502
Com_4656_pos,2-Phenylglycine,--,C8 H9 N O2,151.06391,4.906,--,--,HMDB0002210,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,152.07127
Com_4684_pos,Allantoin,Allantoin; 5-Ureidohydantoin; Glyoxyldiureide,C4 H6 N4 O3,158.04326,1.085,C01551,--,HMDB0000462,--,Organoheterocyclic compounds,Azoles,Imidazoles,--,--,--,159.05069
Com_4819_pos,1-(4-Methoxyphenyl)-2-propanone,--,C10 H12 O2,164.08408,5.591,--,--,HMDB0032891,--,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,--,--,--,165.09132
Com_4827_pos,DL-Panthenol,--,C9 H19 N O4,205.13137,1.653,--,--,--,--,--,--,--,--,--,--,188.12791
Com_4870_pos,Gly-Tyr,--,C11 H14 N2 O4,221.069,4.578,--,--,HMDB0028853,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,222.07634
Com_4917_pos,o-Cresol,o-Cresol; 2-Hydroxytoluene; o-Methylphenol,C7 H8 O,108.05751,5.737,C01542,map01100  Metabolic pathways,HMDB0002055,--,Benzenoids,Phenols,Cresols,--,--,--,109.0652
Com_5083_pos,Tetrahydroaldosterone,--,C21 H32 O5,364.22435,6.384,--,--,--,--,--,--,--,--,--,--,365.23163
Com_5228_pos,Prostaglandin J2,Prostaglandin J2; PGJ2,C20 H30 O4,329.25704,6.085,C05957,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0004238,LMFA03010019,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],330.26437
Com_5514_pos,Thr-Leu,--,C10 H20 N2 O4,232.14248,2.765,--,--,HMDB0029065,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,233.14989
Com_5518_pos,Phenylacetylglycine,Phenylacetylglycine,C10 H11 N O3,193.07418,5.714,C05598,map00360  Phenylalanine metabolism,HMDB0000821,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,194.08145
Com_5572_pos,Hydrocortisone,"Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M",C21 H30 O5,362.20879,5.807,C00735,map01100  Metabolic pathways,HMDB0000063,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,--,--,--,363.21695
Com_5830_pos,18-|?-Glycyrrhetinic acid,--,C30 H46 O4,470.341,8.469,--,--,--,--,--,--,--,--,--,--,471.34848
Com_6127_pos,Adenosine 3'5'-cyclic monophosphate,--,C10 H12 N5 O6 P,329.05264,2.237,--,--,--,--,--,--,--,--,--,--,330.05994
Com_6455_pos,Trehalose 6-phosphate,"alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate",C12 H23 O14 P,422.08326,5.278,C00689,map00500  Starch and sucrose metabolism;map01100  Metabolic pathways,HMDB0001124,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,423.09058
Com_6563_pos,N-(5-Aminopentyl)acetamide,--,C7 H16 N2 O,144.12662,1.954,--,--,HMDB0002284,--,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,--,--,--,145.13387
Com_6577_pos,Anthranilic acid,Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate,C7 H7 N O2,137.04789,1.358,C00108,"map00380  Tryptophan metabolism;map00400  Phenylalanine, tyrosine and tryptophan biosynthesis;map01058  Acridone alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01230  Biosynthesis of amino acids",HMDB0001123,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,160.03712
Com_6655_pos,"NG,NG-Dimethyl-L-arginine","NG,NG-Dimethyl-L-arginine; N,N-Dimethylarginine; Nomega,Nomega-Dimethyl-L-arginine; ADMA",C8 H20 Cl2 N4 O2,274.09553,5.628,C03626,--,HMDB0001539,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,275.10223
Com_6794_pos,Octanedioic acid,"Suberic acid; Cork acid; 1,8-Octanedioic acid; Octanedioic acid; 1,6-Hexanedicarboxylic acid",C8 H14 O4,174.08938,5.685,C08278,--,HMDB0000893,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,175.09647
Com_6797_pos,L-Tyrosinemethylester,L-Tyrosine methyl ester,C10 H13 N O3,195.08986,5.627,C03404,--,--,--,--,--,--,--,--,--,196.09671
Com_6922_pos,Ala-trp,--,C14 H17 N3 O3,275.12721,5.118,--,--,HMDB0013209,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,276.13458
Com_7147_pos,cis-Aconitic acid,cis-Aconitate; cis-Aconitic acid,C6 H6 O6,174.01662,2.186,C00417,map00020  Citrate cycle (TCA cycle);map00630  Glyoxylate and dicarboxylate metabolism;map00660  C5-Branched dibasic acid metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01210  2-Oxocarboxylic acid metabolism,HMDB0000072,--,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,--,--,--,175.02385
Com_7198_pos,MAG (18:3),--,C21 H36 O4,352.25976,8.305,--,--,--,--,--,--,--,--,--,--,353.26703
Com_7284_pos,Vitamin B2,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2",C17 H20 N4 O6,376.13684,5.054,C00255,map00740  Riboflavin metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000244,--,Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines,--,--,--,791.23651
Com_7467_pos,2-(Formylamino)Benzoic Acid,--,C8 H7 N O3,165.04298,3.761,--,--,HMDB0004089,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,166.05025
